Date,Close,Volume
2024-06-28 00:00:00,3442.910158110125,11076955211.879559
2024-06-29 00:00:00,3374.6051303067916,10962843305.829046
2024-06-30 00:00:00,3371.278227967461,5551997884.52149
2024-07-01 00:00:00,3435.3183276337395,7498532249.327012
2024-07-02 00:00:00,3438.009078999906,11834316021.632442
2024-07-03 00:00:00,3417.8984255478363,8478511086.945243
2024-07-04 00:00:00,3295.808464429979,15473856746.245096
2024-07-05 00:00:00,3069.0434008340803,19209988737.688694
2024-07-06 00:00:00,2984.398102498264,31755421068.593773
2024-07-07 00:00:00,3066.247437954064,9871087552.273798
2024-07-08 00:00:00,2928.6012310061665,10243406181.924892
2024-07-09 00:00:00,3016.0833537946064,20819810746.374283
2024-07-10 00:00:00,3064.0923605197886,14902982165.592142
2024-07-11 00:00:00,3099.7101861313545,14523237728.597153
2024-07-12 00:00:00,3102.0902302291074,14058546522.739754
2024-07-13 00:00:00,3132.980838609695,12435435678.409641
2024-07-14 00:00:00,3173.5042341380185,7830621980.637015
2024-07-15 00:00:00,3252.654184707363,9867236520.521011
2024-07-16 00:00:00,3488.5387580277174,18368344859.430637
2024-07-17 00:00:00,3446.7658893041003,21040427365.588116
2024-07-18 00:00:00,3389.441287038116,16978839263.794697
2024-07-19 00:00:00,3428.5520187667257,14884776298.264118
2024-07-20 00:00:00,3505.222536388452,17784761899.551624
2024-07-21 00:00:00,3522.8013028122487,9427844289.70798
2024-07-22 00:00:00,3533.118349531153,13378492000.408422
2024-07-23 00:00:00,3443.073350817144,18304154013.687572
2024-07-24 00:00:00,3482.9837705931927,25079221799.230476
2024-07-25 00:00:00,3336.3802530382436,15765758234.562634
2024-07-26 00:00:00,3173.7633983274727,25890826733.28285
2024-07-27 00:00:00,3278.1869575279507,15169277359.834238
2024-07-28 00:00:00,3254.611672582785,14496971021.239912
2024-07-29 00:00:00,3272.8501306701373,7818233563.235541
2024-07-30 00:00:00,3316.942188773212,18452148650.905613
2024-07-31 00:00:00,3276.981779516743,13805865977.524105
2024-08-01 00:00:00,3233.076804863122,16143420325.47769
2024-08-02 00:00:00,3204.2465237463616,17786413332.129932
2024-08-03 00:00:00,2983.300976694291,18785849199.903355
2024-08-04 00:00:00,2906.7150241765007,17701956694.58319
2024-08-05 00:00:00,2682.4373928187924,22171247833.139385
2024-08-06 00:00:00,2415.6311394312143,73571034926.63428
2024-08-07 00:00:00,2455.51137665051,27613148149.796356
2024-08-08 00:00:00,2341.590346028249,24968091142.09198
2024-08-09 00:00:00,2685.012750687489,24290512619.839314
2024-08-10 00:00:00,2602.1840712761878,18077335701.97768
2024-08-11 00:00:00,2608.0357436286963,8849019546.648287
2024-08-12 00:00:00,2558.790870730736,12624674028.077477
2024-08-13 00:00:00,2726.777988551933,22670968464.846756
2024-08-14 00:00:00,2703.5505587641255,16366799383.61909
2024-08-15 00:00:00,2662.780395092489,15887432311.728333
2024-08-16 00:00:00,2569.8604812159274,15498476343.410463
2024-08-17 00:00:00,2592.249006212312,12841847017.271076
2024-08-18 00:00:00,2613.139261446099,5483825246.098839
2024-08-19 00:00:00,2614.6012806263716,8617702421.12827
2024-08-20 00:00:00,2640.5904207330605,11730843561.162947
2024-08-21 00:00:00,2575.643435503567,12823659998.035198
2024-08-22 00:00:00,2630.2988017642488,11246256658.90509
2024-08-23 00:00:00,2623.289171364539,10277172867.663338
2024-08-24 00:00:00,2763.2554073640704,17876365362.452858
2024-08-25 00:00:00,2767.840733546234,11990449014.147696
2024-08-26 00:00:00,2745.164671605207,8312216650.941433
2024-08-27 00:00:00,2683.0801154902983,11486270160.014797
2024-08-28 00:00:00,2457.2773517547434,17505948780.2572
2024-08-28 04:26:36,2478.3251607333104,20050590335.136593
